sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,classification_bucket,top_canonical_concept_id,top_canonical_strength,second_canonical_concept_id,second_canonical_strength,strength_margin,confidence_tier,top_canonical_matches,candidate_reason
PM,AFVC,LEK02,Indicator: No Remaining Activity Expected,CO_LEIKZ,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,address.city,0.50,0.10,medium,maintenance_order.id:0.60 | address.city:0.50 | invoice.number:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LEK03,Indicator: No Remaining Activity Expected,CO_LEIKZ,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,address.city,0.50,0.10,medium,maintenance_order.id:0.60 | address.city:0.50 | invoice.number:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LEK04,Indicator: No Remaining Activity Expected,CO_LEIKZ,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,address.city,0.50,0.10,medium,maintenance_order.id:0.60 | address.city:0.50 | invoice.number:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LEK05,Indicator: No Remaining Activity Expected,CO_LEIKZ,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,address.city,0.50,0.10,medium,maintenance_order.id:0.60 | address.city:0.50 | invoice.number:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,LEK06,Indicator: No Remaining Activity Expected,CO_LEIKZ,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,address.city,0.50,0.10,medium,maintenance_order.id:0.60 | address.city:0.50 | invoice.number:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,ISTPO,Internal counter,CIM_COUNT,CIM_COUNT,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,internal_order.id,0.60,,,0.60,medium,internal_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,IUPOZ,Subitem Number,UPOSZ,SPOSN,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,KNOBJ,Number of Object with Assigned Dependencies,KNOBJ,KNOBJ,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,NO_DISP,Effective for Materials Planning,NO_DISP_PLUS,NO_DISP_PLUS,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,address.city,0.50,0.10,medium,maintenance_order.id:0.60 | address.city:0.50 | invoice.number:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,QKZZTMG1,Quantity Confirmation for Each Partial Lot,QKZZTMG1,QKZ,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,production_order.quantity,0.60,bom.quantity,0.50,0.10,medium,production_order.quantity:0.60 | bom.quantity:0.50 | goods_receipt.quantity:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,ARBII,Actual operating resources object identification,CR_OBJID_I,CR_OBJID,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,employee.id,0.60,absence.start_date,0.50,0.10,medium,employee.id:0.60 | absence.start_date:0.50 | account.id:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,CLASF,Ind.: Respect Activity for Project Summarization,CLASF,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,project.id,0.60,,,0.60,medium,project.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,SCHED_END,Ind.: Purchase requisition at activity finish date,SCEND_ACT,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,requisition.requested_date,0.60,employee.position,0.50,0.10,medium,requisition.requested_date:0.60 | employee.position:0.50 | purchase_order.document_date:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,KZFIX,Data of Purchasing Info Record Is Fixed,CN_KZFIX,XFELD,Order — Operations Operations of maintenance orders. PM Plant Maintenance,weak_canonical_candidate,purchasing_info_record.id,0.60,,,0.60,medium,purchasing_info_record.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,QPART,Inspection Type,QPART,QPART,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,FPLNR,Billing Plan Number / Invoicing Plan Number,FPLNR,FPLNR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,OBJTYPE,Change indicator,OCM_OBJ_TYPE,OCM_OBJ_TYPE,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,CL_TYPE,Checklists: Checklist type at operation,EAM_CL_TYPE,EAM_CL_TYPE,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,activity id,0.60,absence.start_date,0.50,0.10,medium,activity id:0.60 | absence.start_date:0.50 | absence.type:0.50,context_enriched_unmapped_auto_candidate
PM,AFVC,/ISDFPS/OBJNR,Object number,J_OBJNR,J_OBJNR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
PM,AFVC,MILL_OC_AUFNR_MO,Number of Combined Order,MILL_OC_AUFNR_MO,AUFNR,Order — Operations Operations of maintenance orders. PM Plant Maintenance,unmapped,maintenance_order.id,0.60,,,0.60,medium,maintenance_order.id:0.60,context_enriched_unmapped_auto_candidate
